497.0,386.0
493.0,385.0
492.0,383.0
490.0,381.0
489.0,380.0
486.0,377.0
486.0,375.0
485.0,374.0
485.0,373.0
485.0,371.0
485.0,370.0
485.0,369.0
485.0,368.0
483.0,365.0
482.0,363.0
481.0,362.0
481.0,359.0
480.0,358.0
479.0,357.0
476.0,354.0
472.0,353.0
471.0,352.0
468.0,349.0
467.0,348.0
466.0,347.0
465.0,346.0
463.0,344.0
462.0,343.0
459.0,341.0
458.0,341.0
458.0,340.0
458.0,337.0
456.0,335.0
455.0,334.0
454.0,333.0
453.0,332.0
451.0,329.0
448.0,326.0
447.0,325.0
444.0,322.0
443.0,321.0
440.0,315.0
439.0,314.0
438.0,314.0
437.0,311.0
436.0,311.0
434.0,309.0
431.0,306.0
430.0,305.0
428.0,303.0
427.0,302.0
427.0,301.0
424.0,298.0
423.0,298.0
421.0,296.0
420.0,295.0
419.0,294.0
417.0,292.0
415.0,290.0
412.0,286.0
412.0,283.0
411.0,280.0
408.0,277.0
407.0,276.0
406.0,275.0
406.0,273.0
404.0,271.0
403.0,270.0
400.0,267.0
398.0,267.0
397.0,267.0
396.0,267.0
393.0,266.0
393.0,265.0
392.0,264.0
392.0,263.0
391.0,262.0
390.0,261.0
390.0,260.0
390.0,259.0
390.0,258.0
390.0,256.0
391.0,255.0
392.0,254.0
393.0,253.0
393.0,252.0
393.0,251.0
396.0,248.0
396.0,247.0
397.0,247.0
397.0,246.0
398.0,246.0
399.0,245.0
400.0,245.0
401.0,244.0
404.0,243.0
405.0,243.0
406.0,242.0
407.0,242.0
410.0,242.0
411.0,241.0
414.0,241.0
415.0,241.0
418.0,241.0
419.0,241.0
420.0,241.0
421.0,241.0
424.0,241.0
427.0,242.0
428.0,242.0
431.0,245.0
431.0,246.0
435.0,250.0
436.0,250.0
438.0,250.0
439.0,250.0
440.0,251.0
441.0,252.0
442.0,253.0
443.0,253.0
444.0,254.0
447.0,257.0
448.0,257.0
449.0,257.0
452.0,258.0
453.0,258.0
455.0,258.0
458.0,261.0
459.0,261.0
460.0,261.0
462.0,261.0
463.0,261.0
466.0,264.0
467.0,264.0
469.0,265.0
472.0,268.0
474.0,269.0
475.0,269.0
477.0,271.0
478.0,272.0
479.0,273.0
482.0,276.0
483.0,276.0
486.0,278.0
486.0,279.0
487.0,282.0
488.0,283.0
491.0,286.0
492.0,287.0
495.0,290.0
495.0,291.0
496.0,292.0
498.0,294.0
499.0,295.0
500.0,296.0
502.0,299.0
503.0,300.0
506.0,302.0
506.0,303.0
507.0,304.0
508.0,307.0
509.0,308.0
510.0,309.0
512.0,312.0
513.0,314.0
515.0,316.0
517.0,318.0
517.0,320.0
519.0,323.0
520.0,325.0
520.0,327.0
522.0,330.0
522.0,331.0
522.0,334.0
522.0,335.0
522.0,338.0
522.0,339.0
522.0,342.0
523.0,345.0
523.0,346.0
523.0,349.0
523.0,350.0
523.0,353.0
523.0,354.0
523.0,356.0
525.0,358.0
525.0,359.0
525.0,360.0
526.0,362.0
526.0,365.0
526.0,366.0
526.0,368.0
526.0,369.0
526.0,372.0
526.0,373.0
528.0,375.0
528.0,376.0
528.0,379.0
528.0,381.0
528.0,383.0
528.0,386.0
528.0,387.0
528.0,390.0
528.0,393.0
528.0,397.0
528.0,398.0
528.0,403.0
528.0,405.0
528.0,407.0
528.0,408.0
528.0,410.0
528.0,411.0
528.0,412.0
528.0,414.0
528.0,415.0
528.0,416.0
527.0,416.0
526.0,417.0
525.0,417.0
524.0,417.0
522.0,417.0
521.0,416.0
520.0,416.0
517.0,413.0
516.0,412.0
515.0,411.0
514.0,410.0
513.0,409.0
510.0,406.0
509.0,405.0
508.0,404.0
508.0,403.0
507.0,402.0
504.0,399.0
503.0,396.0
502.0,394.0
501.0,392.0
500.0,390.0
500.0,389.0
499.0,388.0
498.0,388.0
497.0,387.0
497.0,385.0
496.0,384.0
495.0,383.0
494.0,382.0
493.0,382.0
492.0,381.0
491.0,379.0
491.0,378.0
490.0,377.0
489.0,377.0
488.0,377.0
